0,-181.53
1,-180.81
2,-180.52
3,-179.49
4,-177.83
5,-177.55
6,-176.11
7,-175.04
8,-173.56
9,-173.54
10,-173.42
11,-172.6
12,-171.53
13,-170.55
14,-169.66
15,-169.24
16,-168.77
17,-168.33
18,-167.66
19,-167.05
20,-166.66
21,-166.41
22,-166.22
23,-165.67
24,-165.03
25,-164.82
26,-164.54
27,-164.41
28,-164.06
29,-164.05
30,-163.98
31,-163.48
32,-163.27
33,-163.03
34,-162.85
35,-162.58
36,-162.38
37,-162.31
38,-162.26
39,-162.25
40,-162.24
41,-161.54
42,-161.52
43,-161.48
44,-161.35
45,-161.24
46,-160.97
47,-160.95
48,-160.91
49,-160.89
50,-160.74
51,-160.64
52,-160.56
53,-160.53
54,-160.49
55,-160.42
56,-160.38
57,-160.12
58,-160.1
59,-160.02
60,-160
61,-159.99
62,-159.95
63,-159.87
64,-159.81
65,-159.71
66,-159.62
67,-159.61
68,-159.48
69,-159.46
70,-159.44
71,-159.36
72,-159.28
73,-159.28
74,-159.28
75,-159.27
76,-159.24
77,-159.19
78,-159.14
79,-159.14
80,-159.09
81,-159.07
82,-159.07
83,-159.06
84,-159.01
85,-159
86,-158.99
87,-158.98
88,-158.96
89,-158.85
90,-158.84
91,-158.84
92,-158.75
93,-158.72
94,-158.71
95,-158.68
96,-158.67
97,-158.66
98,-158.66
99,-158.63
100,-158.6
101,-158.55
102,-158.55
103,-158.55
104,-158.51
105,-158.5
106,-158.5
107,-158.49
108,-158.46
109,-158.45
110,-158.43
111,-158.43
112,-158.42
113,-158.41
114,-158.39
115,-158.39
116,-158.39
117,-158.35
118,-158.34
119,-158.34
120,-158.33
121,-158.33
122,-158.31
123,-158.28
124,-158.27
125,-158.27
126,-158.27
127,-158.27
128,-158.26
129,-158.25
130,-158.25
131,-158.24
132,-158.24
133,-158.24
134,-158.24
135,-158.23
136,-158.22
137,-158.22
138,-158.22
139,-158.21
140,-158.19
141,-158.19
142,-158.19
143,-158.18
144,-158.18
145,-158.17
146,-158.17
147,-158.16
148,-158.15
149,-158.16
150,-158.17
151,-158.16
152,-158.14
153,-158.09
154,-158.08
155,-158.07
156,-158.07
157,-158.07
158,-158.07
159,-158.07
160,-158.07
161,-158.07
162,-158.07
163,-158.07
164,-158.07
165,-158.07
166,-158.06
167,-158.05
168,-158.05
169,-158.06
170,-158.06
171,-158.05
172,-158.04
173,-158.04
174,-158.04
175,-158.04
176,-158.04
177,-158.04
178,-158
179,-158
180,-158
181,-158
182,-158
183,-158
184,-158
185,-158
186,-158
187,-157.98
188,-157.97
189,-157.97
190,-157.98
191,-157.98
192,-157.97
193,-157.97
194,-157.97
195,-157.97
196,-157.98
197,-157.97
198,-157.97
199,-157.97
200,-157.97
201,-157.96
202,-157.96
203,-157.94
204,-157.94
205,-157.94
206,-157.94
207,-157.94
208,-157.94
209,-157.94
210,-157.96
211,-157.97
212,-157.96
213,-157.94
214,-157.94
215,-157.94
216,-157.93
217,-157.93
218,-157.93
219,-157.93
220,-157.93
221,-157.91
222,-157.91
223,-157.93
224,-157.93
225,-157.93
226,-157.93
227,-157.93
228,-157.91
229,-157.88
230,-157.88
231,-157.88
232,-157.88
233,-157.88
234,-157.91
235,-157.91
236,-157.88
237,-157.88
238,-157.88
239,-157.88
240,-157.91
241,-157.88
242,-157.88
243,-157.88
244,-157.88
245,-157.88
246,-157.86
247,-157.86
248,-157.88
249,-157.88
250,-157.88
251,-157.9
252,-157.91
253,-157.91
254,-157.91
255,-157.91
256,-157.93
257,-157.93
258,-157.93
259,-157.93
260,-157.93
261,-157.93
262,-157.91
263,-157.93
264,-157.93
265,-157.92
266,-157.91
267,-157.91
268,-157.92
269,-157.92
270,-157.92
271,-157.92
272,-157.92
273,-157.93
274,-157.93
275,-157.93
276,-157.93
277,-157.93
278,-157.93
279,-157.93
280,-157.93
281,-157.93
282,-157.92
283,-157.92
284,-157.91
285,-157.9
286,-157.89
287,-157.89
288,-157.88
289,-157.89
290,-157.89
291,-157.88
292,-157.88
293,-157.88
294,-157.86
295,-157.86
296,-157.88
297,-157.88
298,-157.88
299,-157.88
300,-157.88
301,-157.86
302,-157.86
303,-157.86
304,-157.86
305,-157.86
306,-157.86
307,-157.86
308,-157.86
309,-157.85
310,-157.85
311,-157.85
312,-157.85
313,-157.86
314,-157.86
315,-157.86
316,-157.85
317,-157.86
318,-157.86
319,-157.86
320,-157.86
321,-157.86
322,-157.87
323,-157.88
324,-157.87
325,-157.86
326,-157.85
327,-157.85
328,-157.84
329,-157.84
330,-157.86
331,-157.87
332,-157.88
333,-157.88
334,-157.87
335,-157.88
336,-157.88
337,-157.88
338,-157.89
339,-157.89
340,-157.89
341,-157.89
342,-157.89
343,-157.89
344,-157.89
345,-157.89
346,-157.88
347,-157.88
348,-157.88
349,-157.87
350,-157.87
351,-157.88
352,-157.88
353,-157.88
354,-157.87
355,-157.88
356,-157.88
357,-157.88
358,-157.88
359,-157.88
360,-157.88
361,-157.88
362,-157.88
363,-157.87
364,-157.87
365,-157.86
366,-157.86
367,-157.87
368,-157.87
369,-157.87
370,-157.87
371,-157.87
372,-157.86
373,-157.86
374,-157.86
375,-157.87
376,-157.87
377,-157.88
378,-157.89
379,-157.9
380,-157.9
381,-157.9
382,-157.9
383,-157.89
384,-157.89
385,-157.89
386,-157.88
387,-157.89
388,-157.88
389,-157.88
390,-157.88
391,-157.88
392,-157.88
393,-157.88
394,-157.89
395,-157.9
396,-157.9
397,-157.9
398,-157.94
399,-157.94
400,-157.95
401,-157.95
402,-157.95
403,-157.95
404,-157.96
405,-157.96
406,-157.96
407,-157.96
408,-157.96
409,-157.96
410,-157.97
411,-158
412,-158.02
413,-158.02
414,-158.02
415,-158.02
416,-158.04
417,-158.07
418,-158.08
419,-158.08
420,-158.07
421,-158.07
422,-158.08
423,-158.08
424,-158.1
425,-158.1
426,-158.1
427,-158.12
428,-158.12
429,-158.12
430,-158.12
431,-158.12
432,-158.12
433,-158.12
434,-158.12
435,-158.13
436,-158.13
437,-158.13
438,-158.13
439,-158.13
440,-158.13
441,-158.13
442,-158.12
443,-158.13
444,-158.13
445,-158.12
446,-158.12
447,-158.12
448,-158.12
449,-158.12
450,-158.12
451,-158.12
452,-158.12
453,-158.12
454,-158.1
455,-158.09
456,-158.08
457,-158.08
458,-158.08
459,-158.08
460,-158.08
461,-158.08
462,-158.08
463,-158.08
464,-158.07
465,-158.07
466,-158.07
467,-158.06
468,-158.04
469,-158.04
470,-158.04
471,-158.06
472,-158.06
473,-158.06
474,-158.06
475,-158.06
476,-158.08
477,-158.08
478,-158.08
479,-158.08
480,-158.08
481,-158.08
482,-158.08
483,-158.08
484,-158.08
485,-158.09
486,-158.09
487,-158.09
488,-158.1
489,-158.1
490,-158.09
491,-158.1
492,-158.13
493,-158.13
494,-158.13
495,-158.13
496,-158.13
497,-158.13
498,-158.13
499,-158.13
500,-158.13
501,-158.13
502,-158.13
503,-158.13
504,-158.13
505,-158.13
506,-158.13
507,-158.13
508,-158.15
509,-158.15
510,-158.15
511,-158.18
512,-158.18
513,-158.18
514,-158.19
515,-158.19
516,-158.19
517,-158.2
518,-158.2
519,-158.22
520,-158.22
521,-158.22
522,-158.22
523,-158.24
524,-158.22
525,-158.22
526,-158.22
527,-158.22
528,-158.21
529,-158.19
530,-158.19
531,-158.19
532,-158.19
533,-158.19
534,-158.19
535,-158.18
536,-158.17
537,-158.17
538,-158.15
539,-158.14
540,-158.14
541,-158.14
542,-158.14
543,-158.13
544,-158.1
545,-158.14
546,-158.14
547,-158.1
548,-158.1
549,-158.09
550,-158.09
551,-158.09
552,-158.09
553,-158.08
554,-158.09
555,-158.09
556,-158.09
557,-158.09
558,-158.09
559,-158.09
560,-158.09
561,-158.09
562,-158.09
563,-158.09
564,-158.09
565,-158.09
566,-158.09
567,-158.09
568,-158.09
569,-158.09
570,-158.07
571,-158.07
572,-158.07
573,-158.07
574,-158.06
575,-158.06
576,-158.06
577,-158.06
578,-158.06
579,-158.06
580,-158.06
581,-158.06
582,-158.07
583,-158.07
584,-158.07
585,-158.07
586,-158.07
587,-158.07
588,-158.07
589,-158.07
590,-158.07
591,-158.07
592,-158.07
593,-158.09
594,-158.09
595,-158.09
596,-158.09
597,-158.09
598,-158.12
599,-158.12
600,-158.12
601,-158.13
602,-158.13
603,-158.12
604,-158.13
605,-158.13
606,-158.14
607,-158.14
608,-158.14
609,-158.14
610,-158.14
611,-158.14
612,-158.14
613,-158.13
614,-158.13
615,-158.11
616,-158.11
617,-158.11
618,-158.11
619,-158.09
620,-158.11
621,-158.11
622,-158.11
623,-158.11
624,-158.11
625,-158.11
626,-158.14
627,-158.16
628,-158.16
629,-158.16
630,-158.14
631,-158.16
632,-158.14
633,-158.11
634,-158.11
635,-158.11
636,-158.11
637,-158.11
638,-158.11
639,-158.11
640,-158.11
641,-158.11
642,-158.11
643,-158.11
644,-158.11
645,-158.1
646,-158.09
647,-158.09
648,-158.07
649,-158.07
650,-158.07
651,-158.06
652,-158.06
653,-158.06
654,-158.06
655,-158.06
656,-158.06
657,-158.06
658,-158.07
659,-158.07
660,-158.07
661,-158.06
662,-158.06
663,-158.06
664,-158.06
665,-158.06
666,-158.06
667,-158.06
668,-158.06
669,-158.07
670,-158.09
671,-158.09
672,-158.09
673,-158.09
674,-158.09
675,-158.09
676,-158.09
677,-158.09
678,-158.09
679,-158.09
680,-158.09
681,-158.09
682,-158.09
683,-158.09
684,-158.09
685,-158.09
686,-158.09
687,-158.09
688,-158.09
689,-158.09
690,-158.09
691,-158.09
692,-158.09
693,-158.09
694,-158.09
695,-158.09
696,-158.09
697,-158.12
698,-158.12
699,-158.12
700,-158.12
701,-158.12
702,-158.13
703,-158.14
704,-158.13
705,-158.13
706,-158.13
707,-158.12
708,-158.09
709,-158.08
710,-158.08
711,-158.09
712,-158.12
713,-158.12
714,-158.13
715,-158.13
716,-158.14
717,-158.14
718,-158.14
719,-158.14
720,-158.14
721,-158.14
722,-158.14
723,-158.14
724,-158.14
725,-158.12
726,-158.12
727,-158.1
728,-158.1
729,-158.1
730,-158.1
731,-158.1
732,-158.1
733,-158.12
734,-158.1
735,-158.1
736,-158.1
737,-158.1
738,-158.1
739,-158.1
740,-158.1
741,-158.1
742,-158.11
743,-158.12
744,-158.12
745,-158.12
746,-158.12
747,-158.11
748,-158.11
749,-158.11
750,-158.11
751,-158.1
752,-158.1
753,-158.1
754,-158.1
755,-158.1
756,-158.1
757,-158.1
758,-158.11
759,-158.11
760,-158.11
761,-158.12
762,-158.11
763,-158.11
764,-158.11
765,-158.11
766,-158.11
767,-158.11
768,-158.11
769,-158.11
770,-158.11
771,-158.11
772,-158.1
773,-158.1
774,-158.1
775,-158.1
776,-158.08
777,-158.08
778,-158.08
779,-158.07
780,-158.07
781,-158.07
782,-158.08
783,-158.08
784,-158.08
785,-158.08
786,-158.11
787,-158.11
788,-158.11
789,-158.11
790,-158.11
791,-158.11
792,-158.08
793,-158.08
794,-158.08
795,-158.08
796,-158.08
797,-158.07
798,-158.07
799,-158.07
800,-158.08
801,-158.08
802,-158.08
803,-158.08
804,-158.08
805,-158.08
806,-158.08
807,-158.08
808,-158.07
809,-158.07
810,-158.08
811,-158.08
812,-158.07
813,-158.07
814,-158.07
815,-158.06
816,-158.06
817,-158.05
818,-158.04
819,-158.05
820,-158.05
821,-158.04
822,-158.04
823,-158.04
824,-158
825,-158
826,-158
827,-158
828,-158.02
829,-158.02
830,-158
831,-158
832,-158
833,-158
834,-157.99
835,-157.99
836,-157.99
837,-157.99
838,-157.99
839,-158
840,-158
841,-158
842,-158
843,-158
844,-158.02
845,-158.02
846,-158.02
847,-158.02
848,-158.02
849,-158.02
850,-158
851,-158
852,-158
853,-158
854,-158
855,-157.99
856,-157.99
857,-157.99
858,-157.99
859,-157.99
860,-157.99
861,-157.98
862,-157.98
863,-157.98
864,-157.99
865,-157.99
866,-157.99
867,-157.99
868,-157.99
869,-158
870,-157.99
871,-157.99
872,-158
873,-158.01
874,-158.01
875,-158.01
876,-158.01
877,-158
878,-158
879,-158
880,-157.99
881,-157.99
882,-158
883,-158
884,-158
885,-158
886,-157.99
887,-157.99
888,-157.99
889,-157.98
890,-157.98
891,-157.97
892,-157.96
893,-157.96
894,-157.95
895,-157.95
896,-157.96
897,-157.95
898,-157.95
899,-157.94
900,-157.94
901,-157.93
902,-157.92
903,-157.91
904,-157.91
905,-157.91
906,-157.91
907,-157.91
908,-157.91
909,-157.91
910,-157.91
911,-157.91
912,-157.91
913,-157.91
914,-157.91
915,-157.91
916,-157.92
917,-157.92
918,-157.92
919,-157.91
920,-157.91
921,-157.91
922,-157.9
923,-157.89
924,-157.89
925,-157.88
926,-157.88
927,-157.88
928,-157.88
929,-157.89
930,-157.88
931,-157.89
932,-157.89
933,-157.89
934,-157.89
935,-157.9
936,-157.9
937,-157.91
938,-157.91
939,-157.91
940,-157.91
941,-157.91
942,-157.91
943,-157.91
944,-157.9
945,-157.9
946,-157.9
947,-157.9
948,-157.9
949,-157.89
950,-157.89
951,-157.88
952,-157.89
953,-157.89
954,-157.91
955,-157.89
956,-157.91
957,-157.93
958,-157.93
959,-157.93
960,-157.91
961,-157.9
962,-157.89
963,-157.88
964,-157.87
965,-157.86
966,-157.82
967,-157.82
968,-157.81
969,-157.81
970,-157.81
971,-157.8
972,-157.8
973,-157.81
974,-157.81
975,-157.81
976,-157.81
977,-157.81
978,-157.81
979,-157.81
980,-157.81
981,-157.8
982,-157.79
983,-157.77
984,-157.77
985,-157.77
986,-157.77
987,-157.77
988,-157.77
989,-157.76
990,-157.75
991,-157.75
992,-157.76
993,-157.77
994,-157.79
995,-157.8
996,-157.81
997,-157.8
998,-157.79
999,-157.79
1000,-157.8
1001,-157.8
1002,-157.81
1003,-157.8
1004,-157.8
1005,-157.8
1006,-157.78
1007,-157.76
1008,-157.76
1009,-157.75
1010,-157.73
1011,-157.73
1012,-157.75
1013,-157.75
1014,-157.75
1015,-157.75
1016,-157.75
1017,-157.75
1018,-157.75
1019,-157.75
1020,-157.73
1021,-157.73
1022,-157.73
1023,-157.72
1024,-157.72
1025,-157.73
1026,-157.73
1027,-157.72
1028,-157.72
1029,-157.72
1030,-157.7
1031,-157.7
1032,-157.7
1033,-157.7
1034,-157.7
1035,-157.7
1036,-157.7
1037,-157.68
1038,-157.66
1039,-157.66
1040,-157.66
1041,-157.66
1042,-157.65
1043,-157.65
1044,-157.65
1045,-157.63
1046,-157.63
1047,-157.63
1048,-157.63
1049,-157.63
1050,-157.65
1051,-157.65
1052,-157.63
1053,-157.63
1054,-157.65
1055,-157.65
1056,-157.63
1057,-157.63
1058,-157.63
1059,-157.65
1060,-157.66
1061,-157.66
1062,-157.66
1063,-157.66
1064,-157.66
1065,-157.66
1066,-157.66
1067,-157.66
1068,-157.66
1069,-157.66
1070,-157.68
1071,-157.68
1072,-157.68
1073,-157.67
1074,-157.67
1075,-157.66
1076,-157.66
1077,-157.66
1078,-157.65
1079,-157.63
1080,-157.62
1081,-157.63
1082,-157.62
1083,-157.62
1084,-157.62
1085,-157.61
1086,-157.61
1087,-157.61
1088,-157.61
1089,-157.61
1090,-157.6
1091,-157.6
1092,-157.61
1093,-157.61
1094,-157.6
1095,-157.59
1096,-157.58
1097,-157.56
